umap_1,umap_2,label
9.140409,9.261888,Basophile
8.838042,10.314468,Basophile
9.627673,10.85053,Basophile
9.814681,11.057588,Basophile
9.815682,11.142144,Basophile
9.103339,9.183839,Basophile
9.8746805,11.116775,Basophile
9.4624405,10.613629,Basophile
9.367994,10.062141,Basophile
9.826947,10.6507845,Basophile
-2.6067607,18.369778,Basophile
-2.6019824,18.309948,Basophile
9.638439,10.520516,Basophile
8.627302,9.444477,Basophile
9.168643,10.312779,Basophile
-2.635124,18.340334,Basophile
9.531998,10.273038,Basophile
9.744901,10.552906,Basophile
8.6329,10.165544,Basophile
8.74263,9.963005,Basophile
9.709245,10.767008,Basophile
9.190341,9.661245,Basophile
8.678425,10.287198,Basophile
9.545354,10.446821,Basophile
9.18101,9.258161,Basophile
9.19201,9.581602,Basophile
9.154967,10.715519,Basophile
9.151882,9.642013,Basophile
8.549321,9.987755,Basophile
9.137755,9.827852,Basophile
9.332727,9.821423,Basophile
9.319192,9.333325,Basophile
9.84237,10.786872,Basophile
9.864832,11.0824585,Basophile
9.185488,10.265072,Basophile
9.768074,10.650744,Basophile
8.517762,10.115908,Basophile
8.759431,10.005917,Basophile
8.947012,10.213077,Basophile
8.880314,10.247403,Basophile
8.901689,9.810203,Basophile
8.74325,10.430974,Basophile
6.0999136,9.503758,Basophile
9.650485,10.036494,Basophile
8.696087,9.885775,Basophile
8.605161,9.976983,Basophile
9.888219,11.159111,Basophile
9.797175,10.6288395,Basophile
8.969258,10.268655,Basophile
8.858661,9.132584,Basophile
9.802223,10.909744,Basophile
9.43336,9.660831,Basophile
8.74411,9.215201,Basophile
9.944061,11.151184,Basophile
9.521744,9.566459,Basophile
9.220235,9.572087,Basophile
9.095497,9.984306,Basophile
9.540839,10.818162,Basophile
9.648543,10.5088215,Basophile
9.520754,9.906038,Basophile
9.018605,9.754451,Basophile
9.2534485,9.753314,Basophile
9.369468,9.627705,Basophile
9.068152,10.097564,Basophile
8.841914,10.08111,Basophile
9.874119,11.063174,Basophile
9.016083,10.088278,Basophile
9.059198,9.441058,Basophile
9.661254,10.481178,Basophile
8.722733,9.981929,Basophile
-2.6359148,18.3751,Basophile
9.301805,10.516627,Basophile
8.888766,10.118785,Basophile
7.081802,9.24155,Basophile
9.409281,10.64489,Basophile
9.83871,10.80087,Basophile
9.6846285,10.937255,Basophile
8.612875,10.4007225,Basophile
9.712967,11.14811,Basophile
9.233986,9.742462,Basophile
8.674035,10.295419,Basophile
8.574589,10.351609,Basophile
8.847746,10.293982,Basophile
8.555121,9.730203,Basophile
8.673348,9.318292,Basophile
8.962882,10.224729,Basophile
9.703532,9.967571,Basophile
9.103513,9.34178,Basophile
9.428097,9.535565,Basophile
9.169846,9.86854,Basophile
8.96746,10.055395,Basophile
9.3579035,10.520345,Basophile
8.677433,9.934197,Basophile
8.929447,9.815229,Basophile
-2.657218,18.317228,Basophile
9.020492,10.018915,Basophile
9.750856,11.02985,Basophile
9.968697,11.164305,Basophile
9.683518,10.291485,Basophile
9.462215,10.826483,Basophile
9.390251,9.358824,Basophile
8.836979,9.3209715,Basophile
8.639943,9.803102,Basophile
9.354926,10.766092,Basophile
8.576887,10.216667,Basophile
9.572908,10.0241995,Basophile
9.599705,10.769284,Basophile
9.403162,10.789489,Basophile
8.819816,10.032216,Basophile
8.975797,9.030162,Basophile
9.279653,10.10562,Basophile
9.495413,9.492538,Basophile
9.364088,9.648323,Basophile
9.541825,9.982952,Basophile
8.59989,10.350591,Basophile
8.553205,10.233394,Basophile
-2.0644982,18.123848,Basophile
9.147404,9.952391,Basophile
9.495308,9.57785,Basophile
8.663919,9.805719,Basophile
8.478224,9.993613,Basophile
8.563071,10.312871,Basophile
9.706271,10.517766,Basophile
9.46317,9.889514,Basophile
9.712584,10.9721,Basophile
8.912244,9.733622,Basophile
9.483932,9.521311,Basophile
8.9306,9.6260605,Basophile
8.537196,10.295504,Basophile
9.6100855,9.915752,Basophile
8.829399,10.334993,Basophile
9.3615,9.674826,Basophile
8.701619,9.318823,Basophile
-2.6356897,18.374195,Basophile
9.687213,10.239868,Basophile
9.568473,10.484382,Basophile
8.792362,10.076065,Basophile
8.698461,9.708967,Basophile
9.856519,10.730434,Basophile
8.737827,10.222358,Basophile
8.348968,10.07502,Basophile
8.671438,10.383501,Basophile
-2.6663013,18.420431,Basophile
8.882038,10.070317,Basophile
7.7353683,8.152286,Basophile
9.119858,10.192534,Basophile
9.182928,10.060078,Basophile
9.6069,9.652807,Basophile
9.566555,9.94774,Basophile
8.781815,9.447712,Basophile
8.848276,10.0535755,Basophile
-2.6598184,18.32491,Basophile
9.857358,10.942559,Basophile
8.677232,10.07538,Basophile
9.396264,9.910099,Basophile
8.591392,9.960775,Basophile
9.9347315,11.197801,Basophile
8.513996,10.194098,Basophile
9.29884,9.841382,Basophile
9.811232,10.957167,Basophile
9.437136,9.686354,Basophile
9.79848,10.802289,Basophile
9.550786,10.514144,Basophile
8.485163,10.148307,Basophile
9.206181,10.191587,Basophile
9.379737,9.612183,Basophile
-2.599612,18.406906,Basophile
9.052885,9.812983,Basophile
9.787472,10.7304735,Basophile
8.469105,10.152091,Basophile
8.590692,8.876285,Basophile
9.442816,9.84897,Basophile
8.362332,10.0890465,Basophile
-2.661596,18.341885,Basophile
9.042844,10.297375,Basophile
8.745931,10.073208,Basophile
9.840067,11.043568,Basophile
9.170501,9.790551,Basophile
8.879975,10.201145,Basophile
9.541463,9.6458435,Basophile
9.208452,9.847897,Basophile
9.115713,9.690108,Basophile
9.19087,9.571303,Basophile
9.258917,10.336755,Basophile
9.189049,10.052899,Basophile
9.824969,11.007576,Basophile
9.455529,9.681172,Basophile
9.894748,11.192451,Basophile
9.539683,10.136488,Basophile
9.165317,9.871569,Basophile
9.518326,9.917933,Basophile
9.706173,10.994498,Basophile
9.431692,9.76782,Basophile
8.461059,10.264887,Basophile
8.8399515,9.538923,Basophile
9.772349,10.971275,Basophile
-2.630537,18.353008,Basophile
8.586478,10.077719,Basophile
-2.6155562,18.40727,Basophile
9.342956,9.808403,Basophile
8.729432,5.6899834,Basophile
9.312789,9.283007,Basophile
9.785282,11.116439,Basophile
8.746085,10.173014,Basophile
9.355806,10.846977,Basophile
9.398379,10.448677,Basophile
9.195661,9.580285,Basophile
8.765892,10.138619,Basophile
9.7978115,10.34884,Basophile
9.367003,9.494323,Basophile
8.743109,9.376037,Basophile
9.651149,10.926467,Basophile
9.831721,11.0520525,Basophile
9.526194,9.777454,Basophile
9.345299,9.889847,Basophile
9.912077,11.223151,Basophile
9.553644,10.031378,Basophile
9.225233,10.267849,Basophile
9.389277,10.444384,Basophile
8.897631,9.83747,Basophile
9.618296,9.822305,Basophile
8.715938,10.154145,Basophile
9.618126,10.247491,Basophile
9.834835,10.58444,Basophile
8.520888,9.199096,Basophile
9.62272,10.559878,Basophile
8.893886,9.773187,Basophile
9.422608,10.030644,Basophile
9.151766,10.285292,Basophile
9.751772,10.974491,Basophile
6.9163904,9.002557,Basophile
8.632799,9.440178,Basophile
8.903525,10.198244,Basophile
8.987492,10.025206,Basophile
9.359482,9.290947,Basophile
9.357778,10.318526,Basophile
8.900958,9.799291,Basophile
9.041483,9.60604,Basophile
8.877844,10.343437,Basophile
9.275623,9.781683,Basophile
8.583129,10.275111,Basophile
9.837093,10.5269985,Basophile
8.678982,10.122445,Basophile
9.856608,10.616547,Basophile
9.737258,10.989555,Basophile
9.820595,11.0213785,Basophile
8.750441,9.665603,Basophile
9.186244,9.153836,Basophile
8.505592,10.103552,Basophile
9.751133,10.933178,Basophile
9.540102,10.664194,Basophile
9.145311,9.5878725,Basophile
9.242979,10.144956,Basophile
9.558423,9.480907,Basophile
9.488443,9.893408,Basophile
8.681491,8.91694,Basophile
-2.4550006,18.739607,Basophile
8.902975,9.433229,Basophile
8.492204,10.218276,Basophile
9.156083,9.710322,Basophile
9.34369,10.115745,Basophile
9.896076,10.65671,Basophile
9.645294,10.204064,Basophile
9.872871,10.715182,Basophile
8.769869,10.461361,Basophile
9.675572,10.758048,Basophile
9.079068,10.453962,Basophile
8.7233305,9.693532,Basophile
9.860728,10.18321,Basophile
8.828999,10.3023205,Basophile
8.678826,10.165873,Basophile
9.85125,11.18815,Basophile
8.719165,9.89506,Basophile
9.557286,10.660144,Basophile
9.6380005,9.843401,Basophile
8.999024,10.415203,Basophile
8.907057,9.536546,Basophile
9.49751,9.681853,Basophile
8.802564,9.96869,Basophile
8.84503,10.205932,Basophile
8.787335,9.1403265,Basophile
9.313321,9.909355,Basophile
9.344003,9.831944,Basophile
9.340214,9.417574,Basophile
8.595671,9.805425,Basophile
9.905332,11.13954,Basophile
9.047723,10.168425,Basophile
9.006043,9.615674,Basophile
9.590967,10.651693,Basophile
9.309028,9.684785,Basophile
9.413152,10.878765,Basophile
8.994434,9.527668,Basophile
8.529075,10.011552,Basophile
8.710446,10.02716,Basophile
8.8664255,9.803566,Basophile
8.473497,10.113296,Basophile
9.454076,9.978447,Basophile
9.436164,9.91747,Basophile
8.765506,9.857411,Basophile
9.887104,11.144005,Basophile
9.175244,9.717665,Basophile
8.817771,9.526248,Basophile
9.212727,9.831438,Basophile
9.067843,9.956493,Basophile
9.976076,11.165707,Basophile
9.790408,10.752681,Basophile
8.566371,9.019446,Basophile
8.148058,9.633978,Basophile
8.896631,10.258924,Basophile
8.624793,10.379872,Basophile
9.02241,9.370301,Basophile
8.93607,10.579261,Basophile
8.685905,10.215882,Basophile
8.427511,9.041529,Basophile
9.900071,10.952969,Basophile
9.8211975,11.061106,Basophile
9.81726,10.61851,Basophile
9.222914,10.115134,Basophile
8.480675,10.175694,Basophile
9.613954,10.613606,Basophile
6.9807777,8.64338,Basophile
8.597698,10.29869,Basophile
9.605238,9.757175,Basophile
9.1674595,9.772022,Basophile
8.616419,9.565573,Basophile
8.871926,10.034562,Basophile
9.120973,9.977573,Basophile
8.424136,9.314733,Basophile
9.446718,9.511568,Basophile
8.96868,9.958043,Basophile
9.142513,10.227703,Basophile
9.308545,10.26853,Basophile
8.894454,9.495502,Basophile
9.833169,11.211135,Basophile
9.52534,10.207721,Basophile
8.964177,9.897567,Basophile
9.406707,9.969727,Basophile
9.834576,10.77281,Basophile
9.398059,10.290543,Basophile
8.851649,9.879036,Basophile
9.048311,10.2596655,Basophile
9.400785,9.368859,Basophile
8.517945,10.120534,Basophile
8.773333,10.233089,Basophile
9.653081,9.812148,Basophile
9.184945,9.808824,Basophile
8.674413,9.512868,Basophile
9.821612,10.710978,Basophile
9.305655,9.293718,Basophile
8.818057,10.417615,Basophile
9.777501,10.625361,Basophile
8.766624,9.2523155,Basophile
9.22426,9.914128,Basophile
10.016858,11.125565,Basophile
9.205449,9.748146,Basophile
9.916714,11.073227,Basophile
9.352862,10.680822,Basophile
8.424355,10.151473,Basophile
9.892577,11.048236,Basophile
9.2020445,9.724846,Basophile
8.548045,10.271409,Basophile
8.766181,9.778842,Basophile
8.875282,9.40874,Basophile
8.778591,9.892884,Basophile
9.803959,10.669678,Basophile
8.8400345,9.900825,Basophile
8.966938,9.610026,Basophile
8.507522,10.10448,Basophile
8.545449,9.260369,Basophile
9.612483,10.897513,Basophile
8.927281,8.983732,Basophile
9.514045,10.273147,Basophile
8.946318,10.460938,Basophile
9.80681,11.06933,Basophile
2.9678524,11.869593,Basophile
8.7384615,9.888718,Basophile
9.330945,9.997302,Basophile
9.320095,9.973674,Basophile
9.642978,9.850516,Basophile
9.20266,9.126632,Basophile
9.574687,9.84095,Basophile
8.949996,9.492676,Basophile
8.87504,9.638144,Basophile
9.694482,9.784952,Basophile
9.395271,9.810589,Basophile
8.521109,10.264432,Basophile
9.1201105,10.200371,Basophile
8.612357,9.603424,Basophile
9.637677,11.009651,Basophile
8.952671,9.308335,Basophile
8.983955,9.883454,Basophile
8.556812,10.147389,Basophile
9.239114,10.193893,Basophile
9.203751,9.799513,Basophile
9.125981,9.153683,Basophile
9.294503,10.196988,Basophile
8.621745,9.891832,Basophile
11.186818,4.6677804,Basophile
8.39032,9.855526,Basophile
8.737826,9.944743,Basophile
9.431614,9.54374,Basophile
9.65389,10.93405,Basophile
9.499064,9.7391205,Basophile
9.295085,9.254039,Basophile
8.462661,9.529101,Basophile
9.2303705,10.326451,Basophile
8.866602,9.71585,Basophile
9.817251,10.95333,Basophile
8.9302225,10.252477,Basophile
9.593302,9.668468,Basophile
8.779324,10.357687,Basophile
8.616975,10.273362,Basophile
9.088193,9.654965,Basophile
9.543141,9.577318,Basophile
8.353488,9.379289,Basophile
9.7622175,10.605739,Basophile
9.613621,9.867776,Basophile
9.588122,10.304248,Basophile
9.832821,10.753601,Basophile
8.506915,9.9919405,Basophile
8.746886,9.567369,Basophile
8.60656,9.832783,Basophile
8.91598,9.951831,Basophile
8.639382,10.016879,Basophile
8.732614,10.402038,Basophile
9.938943,11.174224,Basophile
9.047783,9.529583,Basophile
8.57228,10.303826,Basophile
8.55881,9.976048,Basophile
7.9117517,8.135607,Basophile
9.126502,9.401271,Basophile
8.741521,9.931758,Basophile
9.629525,10.804447,Basophile
9.536216,10.464076,Basophile
-2.6442792,18.330975,Basophile
9.223452,9.041797,Basophile
9.799818,10.8369,Basophile
8.9804535,9.859073,Basophile
8.751393,10.189284,Basophile
9.235593,9.273897,Basophile
9.923442,11.056844,Basophile
9.054412,9.492019,Basophile
8.468644,9.977366,Basophile
9.7546215,10.975779,Basophile
9.521938,9.795612,Basophile
8.033026,9.022669,Basophile
9.35157,9.612823,Basophile
9.26293,10.056691,Basophile
9.102177,9.586021,Basophile
9.707257,10.33882,Basophile
8.95833,10.401866,Basophile
9.912081,11.16468,Basophile
9.198702,10.252044,Basophile
8.261153,9.463388,Basophile
9.178965,9.697111,Basophile
9.709312,10.895729,Basophile
9.662721,9.841647,Basophile
9.390491,10.023497,Basophile
8.45555,10.2159195,Basophile
8.680037,9.915795,Basophile
9.011474,10.132315,Basophile
9.252884,10.214399,Basophile
9.888144,11.075326,Basophile
9.210204,9.497474,Basophile
9.305507,10.222972,Basophile
-2.4209735,18.472733,Basophile
9.528309,10.090992,Basophile
9.385505,9.46845,Basophile
8.871782,9.988482,Basophile
9.816458,11.108489,Basophile
8.8323965,10.135405,Basophile
8.701647,9.576554,Basophile
9.034145,10.063099,Basophile
8.521992,9.48771,Basophile
9.076709,9.272096,Basophile
9.89797,11.172595,Basophile
9.551412,10.328016,Basophile
8.768677,8.719406,Basophile
-2.4906876,18.609306,Basophile
9.084922,9.830588,Basophile
9.955488,10.828301,Basophile
6.276468,9.125035,Basophile
9.927814,11.200446,Basophile
9.213376,10.326112,Basophile
9.827439,10.664284,Basophile
8.756086,9.269872,Basophile
9.841173,10.990689,Basophile
9.748863,11.033951,Basophile
9.850542,11.07996,Basophile
8.591761,10.347924,Basophile
8.52074,10.366669,Basophile
8.326318,9.278245,Basophile
9.301711,9.865545,Basophile
-2.5998213,18.42327,Basophile
8.509762,10.092883,Basophile
9.841654,10.958812,Basophile
8.971557,9.141985,Basophile
9.813268,11.12241,Basophile
9.457123,9.947243,Basophile
9.257129,10.163471,Basophile
8.576572,10.127636,Basophile
8.966585,9.500037,Basophile
9.713758,10.479617,Basophile
9.9060545,11.025927,Basophile
8.625951,10.1784315,Basophile
8.981261,9.263326,Basophile
9.556075,10.229346,Basophile
8.877399,10.269461,Basophile
8.942919,9.949571,Basophile
9.198875,9.199719,Basophile
9.030988,9.730573,Basophile
9.214886,9.641086,Basophile
9.273682,9.711939,Basophile
9.545998,9.464685,Basophile
9.64603,10.506285,Basophile
9.524289,10.008055,Basophile
9.270521,9.0997305,Basophile
8.960583,9.394299,Basophile
8.455649,10.010098,Basophile
-1.843795,18.808899,Basophile
9.324759,10.065866,Basophile
8.682439,9.902556,Basophile
9.144881,10.683546,Basophile
9.009048,9.099475,Basophile
9.290543,9.158038,Basophile
8.913276,9.533487,Basophile
7.977842,9.31835,Basophile
9.877702,10.743649,Basophile
9.106267,10.26628,Basophile
9.117015,9.344936,Basophile
9.471003,10.40637,Basophile
8.628941,10.209321,Basophile
8.690657,9.960867,Basophile
6.3634005,8.74838,Basophile
8.55619,9.952858,Basophile
9.388678,9.92159,Basophile
9.177804,10.2918825,Basophile
9.516,9.255306,Basophile
9.416312,9.91358,Basophile
9.9236965,11.215997,Basophile
8.66355,10.038845,Basophile
9.08164,9.9149,Basophile
9.671268,10.27037,Basophile
8.821126,10.33605,Basophile
9.690742,10.545565,Basophile
9.521175,9.999916,Basophile
8.90101,10.259066,Basophile
8.763745,10.556715,Basophile
9.517764,9.951569,Basophile
5.7737784,8.004724,Basophile
8.829411,9.941069,Basophile
8.668643,10.227495,Basophile
9.236198,9.149099,Basophile
9.912531,10.87656,Basophile
8.631204,9.829589,Basophile
9.853242,10.913178,Basophile
9.520921,10.206689,Basophile
9.261464,9.670577,Basophile
8.938731,9.734486,Basophile
8.756595,9.6991,Basophile
9.564275,9.702294,Basophile
9.056833,10.034257,Basophile
9.7991295,10.616417,Basophile
9.427347,10.136119,Basophile
9.172525,9.763759,Basophile
9.284956,10.019606,Basophile
8.876536,9.985443,Basophile
9.315123,9.772899,Basophile
9.856405,11.146088,Basophile
9.9634905,11.222113,Basophile
9.127191,9.801176,Basophile
9.338458,10.708941,Basophile
9.488346,10.143137,Basophile
9.180014,10.326885,Basophile
9.499531,10.406531,Basophile
9.317521,9.745087,Basophile
9.053022,10.273439,Basophile
9.855768,11.168761,Basophile
9.411096,10.362518,Basophile
9.208647,10.002779,Basophile
-2.5834684,18.308004,Basophile
9.804694,11.142898,Basophile
8.675212,10.120279,Basophile
-2.4297996,18.322617,Basophile
9.815648,10.527015,Basophile
8.768662,9.958675,Basophile
-2.6441298,18.344053,Basophile
9.72015,10.576178,Basophile
9.769449,11.016039,Basophile
9.593437,9.701873,Basophile
8.80497,10.39049,Basophile
8.516524,9.972023,Basophile
8.791569,10.306224,Basophile
9.688772,9.736496,Basophile
9.0786085,9.450639,Basophile
9.651216,9.957001,Basophile
9.572596,9.546975,Basophile
8.796933,10.1926985,Basophile
8.534761,10.114773,Basophile
6.7843904,8.165736,Basophile
9.164204,10.682134,Basophile
8.486644,10.165482,Basophile
9.03819,10.277461,Basophile
9.677638,10.0040455,Basophile
9.459513,9.884552,Basophile
9.133335,9.64001,Basophile
7.2581606,7.8134017,Basophile
8.917355,9.670847,Basophile
9.156507,9.734685,Basophile
9.104819,9.766848,Basophile
-2.681648,18.29455,Basophile
9.033042,9.619992,Basophile
9.276368,9.210158,Basophile
8.794907,9.82242,Basophile
9.655172,10.545518,Basophile
9.500422,9.779967,Basophile
9.639883,9.826929,Basophile
9.200535,10.089242,Basophile
8.582679,9.989232,Basophile
8.772037,9.083181,Basophile
8.832123,9.382509,Basophile
8.555199,10.331974,Basophile
9.732625,10.37251,Basophile
8.622444,10.249261,Basophile
9.585505,9.775832,Basophile
9.237691,9.562559,Basophile
9.173408,9.866141,Basophile
8.928958,10.012609,Basophile
9.485355,10.384024,Basophile
-2.6498656,18.332432,Basophile
8.585854,10.1068,Basophile
9.475786,9.777435,Basophile
9.041598,10.311584,Basophile
8.638386,10.3370075,Basophile
8.595698,9.458387,Basophile
8.981543,9.798128,Basophile
8.300767,9.116755,Basophile
8.789547,10.169522,Basophile
8.382569,9.972672,Basophile
8.751422,8.988507,Basophile
-2.3858457,18.42112,Basophile
8.520985,10.105606,Basophile
9.15452,9.691048,Basophile
-2.5241642,18.44851,Basophile
9.82106,10.627059,Basophile
9.118607,9.734297,Basophile
8.391371,9.988244,Basophile
8.933726,10.350619,Basophile
8.748177,10.331304,Basophile
9.475215,9.971676,Basophile
8.669191,9.945856,Basophile
9.852883,10.673475,Basophile
6.617843,8.71642,Basophile
9.510245,10.304292,Basophile
8.883151,9.554386,Basophile
9.078355,10.270185,Basophile
9.054252,10.216993,Basophile
9.798856,10.720732,Basophile
7.8041987,8.24225,Basophile
9.67021,10.049502,Basophile
9.638123,9.752583,Basophile
8.533386,10.047314,Basophile
9.832461,11.0457325,Basophile
9.5713825,10.801551,Basophile
8.852439,10.282603,Basophile
9.814827,11.082341,Basophile
9.107675,9.76682,Basophile
-2.4536164,18.636383,Basophile
9.706363,10.168651,Basophile
9.155876,9.871749,Basophile
8.879819,10.277525,Basophile
9.697445,10.952778,Basophile
9.080178,10.181897,Basophile
9.130554,10.22217,Basophile
9.063031,10.002366,Basophile
9.22672,10.175505,Basophile
8.708944,9.907441,Basophile
9.325962,9.304927,Basophile
8.703179,10.317367,Basophile
9.4169,9.178402,Basophile
8.466539,10.189484,Basophile
9.342971,9.412212,Basophile
8.52106,10.359306,Basophile
9.180452,10.171846,Basophile
9.715588,10.7922735,Basophile
9.066722,9.902047,Basophile
8.638154,10.179274,Basophile
9.589769,9.840213,Basophile
8.137801,9.392885,Basophile
9.14587,9.896865,Basophile
9.347208,9.482997,Basophile
8.6848545,9.64958,Basophile
8.609216,10.3435135,Basophile
9.662431,10.490855,Basophile
8.485609,10.062103,Basophile
9.801498,10.809588,Basophile
8.5461235,10.242836,Basophile
8.667982,9.899736,Basophile
